Harry Burger,"10/16/2020, 14:09:08","@JosBackus @JonM2019 @grumpybirdieS @HowieHawkins Giving 💰 is the easiest for most people https://t.co/SWbWswHAkA, or volunteer if you have more time than money https://t.co/pi2cRiku34",https://twitter.com/HarryRBurger/status/1317105299120099328
Kenneth Tucker,"10/30/2020, 00:26:18",@CATargetBot Me $0 for you #IN05 #ALLIN for #indiana #VOTE rs,https://twitter.com/aguyfromindiana/status/1321971657896947712
Scott Taylor,"10/20/2020, 23:52:19",You claim to be passionate about the Black Lives Matter movement. So why have you @RepElaineLuria not met with @BLM757? I have! #VA02,https://twitter.com/Scotttaylorva/status/1318701614560088064
Harry Burger,"10/30/2020, 00:10:26","👏🏻SEND👏🏻HIM👏🏻TO👏🏻THE👏🏻HAGUE!
#CrimesAgainstHumanity https://t.co/yESJNf4Bhj",https://twitter.com/HarryRBurger/status/1321967661627154434
Christy Smith,"10/03/2020, 17:13:49","I believe goodness prevails and have hope for our future, even in difficult times. On this episode of “The Christy We Know,” I talk a bit more about that with a special guest, my husband Phil! https://t.co/MLIfXgbp4i",https://twitter.com/ChristySmithCA/status/1312440735115878400
Harry Burger,"10/18/2020, 10:32:31","@Public_Citizen We spend more on health care per capita than any other country on 🌎, yet 36 of them live longer on average for less $. Universal health care doesn't cost, it saves all the money shareholders privatize, plus makes sure EVERYONE can get care early when it's easier to fix.",https://twitter.com/HarryRBurger/status/1317775561847152640
Zachary Dumont,"10/21/2020, 10:22:53",@WMUR9_Politics Why do you purposefully exclude candidates and not publish your inclusion criteria?,https://twitter.com/ZacharySDumont/status/1318860301945667591
John Molnar,"10/18/2020, 19:02:26",@BenjiBacker Could look to ourselves as well by simply growing more of our own food at home,https://twitter.com/Gear6A/status/1317903884686299136
Zachary Dumont,"10/21/2020, 10:23:21",@WMUR9_Politics Why do you purposefully exclude candidates and not publish your inclusion criteria?,https://twitter.com/ZacharySDumont/status/1318860416601161729
David Young,"10/29/2020, 22:35:45",Good to see my friend @KimReynoldsIA on the campaign trail! Make sure to make your voice heard and CAST YOUR VOTE! #IA03 https://t.co/sDtr9Zv1eY,https://twitter.com/YoungForIowa/status/1321943833630986240
Wendy Davis,"11/01/2020, 22:15:00","Election Day is THIS Tuesday and so much is at stake! Once you’ve voted or made your plan to vote on Tuesday, call all of your friends and family and make sure they’ve done the same.
https://t.co/vp8NyxrXbq",https://twitter.com/wendydavis/status/1323025775742738433
Joe Cunningham,"10/26/2020, 13:31:21","New ad 📺!

My Dad taught me a lot. Work hard. Have faith. And those are the kind of values that guide me in Congress. #SC01 #LowcountryOverParty https://t.co/tw2VpqGEOe",https://twitter.com/JoeCunninghamSC/status/1320719669762904070
John Molnar,"10/28/2020, 18:37:57","@TheColtonTodd @ShaneTHazel @NoMoSocialism75 Well... I do have a pair of silkies and combat boots still 

Typically just wear em fishing... but if you guys really want it that bad... Im game to do something after the election if Shane is 🤷🏽‍♂️

Maybe youtube instead of onlyfans?",https://twitter.com/Gear6A/status/1321521603759337473
Tommy Wakely,"10/25/2020, 03:16:00",57% of Democrats strongly support or somewhat support moving away from fossil fuels #TX21 but not @wendydavis She still wants to support the oil industry by not supporting a fracking ban @sunriseatx She is out of touch with what the majority of us want which is to save the earth. https://t.co/ThBhAhbbSC,https://twitter.com/Wakely2020/status/1320202424750120961
Scott Taylor,"10/06/2020, 14:19:31",Does your “service” to the nation include supporting bills that allow for other countries to have a veto over our elected leaders? That certainly isn’t being or doing good for the Virginian or American people. #WheresElaine ? https://t.co/8nVKDbPXjo,https://twitter.com/Scotttaylorva/status/1313484031418302473
Harry Burger,"10/08/2020, 02:19:28","@mathemattic I'm a big fan of NZ &amp; Kiwis, spent 8 days driving from Auckland to Wellington once. They do have a big advantage being small, isolated islands that have a lot more control of their borders, but Jacinda basically parroted the doctors, as any national leader should in a pandemic.",https://twitter.com/HarryRBurger/status/1314027600453472256
Jonia Broderick,"11/02/2020, 20:26:59",Great news! https://t.co/XuQY5KKdJU,https://twitter.com/teamjonia2020/status/1323360981708279808
Scott Taylor,"10/10/2020, 14:44:48",No way any serious journalist should allow him to get away with not answering such a serious question. https://t.co/RBAKQYrS7H,https://twitter.com/Scotttaylorva/status/1314939948911472640
Harry Burger,"10/27/2020, 01:28:26","Legalize marijuana, expunge all possession &amp; sale charges.
Transform police into a public safety agency, focused on fixing problems &amp; improving lives. Reserve arrests &amp; punishment for stopping imminent harm.
Billionaires will be worse off when I'm done, few will 😢 for them.",https://twitter.com/HarryRBurger/status/1320900126878142469
Harry Burger,"10/14/2020, 01:32:07","My new video is up on @YouTube, this is what the @nylcv was supposed to show at the forum tonight - https://t.co/Xe6gnm374b",https://twitter.com/HarryRBurger/status/1316190013646942208
Harry Burger,"10/13/2020, 04:12:08","@Vector563 @wchanley @socialiststeve6 @ProudSocialist @4aPeoplesParty Preaching to the choir brother - I left Army ROTC after 2 years because I don't want the story of my life to be about death. Decided that also means I won't make death machines, an expensive decision for a mechanical engineer on Long Island.",https://twitter.com/HarryRBurger/status/1315867895293935616
Rae Hart Anderson,"10/30/2020, 17:26:25","So half of one percent die of Covid-19? Help take our elders out of these deadly nursing homes. Now you can go get a safer job where people are ""being treated early on.""  

Not waiting to give a med after people seem almost dead? 
Awful. Deadly nursing homes scar our USA freedom! https://t.co/QrwDBALlNe",https://twitter.com/GodisHere2day4U/status/1322228375763611648
Scott Taylor,"10/06/2020, 00:42:53","I am thankful that the leader of the free world, our president @realDonaldTrump , has been released from the hospital. Let us continue to hope and pray for his health, the health of those around him, and for all Americans.
🇺🇸￼",https://twitter.com/Scotttaylorva/status/1313278519548444672
Harry Burger,"10/29/2020, 16:16:03","That's all deliberate on the part of the establishment parties, but an @NPR station especially has a duty to the WHOLE truth.",https://twitter.com/HarryRBurger/status/1321848282671362053
Harry Burger,"10/05/2020, 03:12:11","@SeattleSoaker @Kookyleftist @pppatticake When is a vasectomy medically necessary? I'm an engineer not a doctor, but I'm pretty sure it's always an elective procedure, &amp; I heard reversible. The odds of both testicles having a problem at the same time &amp; needing to remove both has got to be pretty small without trauma.",https://twitter.com/HarryRBurger/status/1312953706124587009
Jonia Broderick,"10/27/2020, 03:11:49","@SFGarrett @UTSunriseSunset @EvanMcMullin @BenMcAdams Nope. I was running against him, but Burgess Owens’ extremism worried me tremendously so I dropped out and endorsed McAdams. He is a genuine moderate and someone that I, as a conservative, can fully support. Pro: life, 2nd amendment, fiscal responsibility...",https://twitter.com/teamjonia2020/status/1320926145647312896
Darren Hamilton,"10/14/2020, 13:30:07","Voting is important, if for no other reason than to give a voice to your conscience to say ""THIS is the person that I think would be best suited for that job"". Listen to yourself, then vote for what YOU want. Your vote matters. Make sure you vote.
https://t.co/cCzOvcdokn",https://twitter.com/DHamilton2020/status/1316370702627418112
Rae Hart Anderson,"10/26/2020, 03:54:28",MN  Tina Smith's ads say she helped a farm family. She re-built the barn that was demolished with her own hands?  She contributed her money? She kept pacing the farm 'listening'? Where's her secret fund4 rebuilding farm barns?  Protecting calves!  MN babies DOA. #MillionsGone,https://twitter.com/GodisHere2day4U/status/1320574492142379008
Wendy Davis,"10/06/2020, 23:07:33","ATTN college students: your vote is so important. Please join me this Thursday, Oct. 8, from 3-5 pm as we call other students and encourage them to #GetOutTheVote! We CAN turn Texas blue with your help. #TX21
https://t.co/n4sLG6GuJi",https://twitter.com/wendydavis/status/1313616917668585472
Christy Smith,"10/12/2020, 01:08:30","Our family voted. Have you? Make a plan and vote EARLY - we dropped off our ballots at one of the secured locations in Santa Clarita! 

For your voting FAQs: https://t.co/Rcts5Mhehy https://t.co/SWEOi06xKI",https://twitter.com/ChristySmithCA/status/1315459295744413696
Scott Taylor,"10/23/2020, 01:29:24","We need a Cyber Monroe Doctrine, period.",https://twitter.com/Scotttaylorva/status/1319450821080289286
Kenneth Tucker,"10/31/2020, 16:05:56",This as close as I’ve ever been allowed to the other candidates running for #IN05 makes me worried about how either will represent the people not involved with their individual campaigns or party. https://t.co/dPq9gj8Pq0,https://twitter.com/aguyfromindiana/status/1322570511361085441
Dan Feehan,"10/04/2020, 17:20:56","John Bartholow is Director of Youth Ministries at Central Lutheran Church in Winona. He supports Dan because he knows Dan “will fight to ensure a high-quality K-12 education for our youth,” and stand up for policies that address the needs of rural communities. #PeopleForDan /3 https://t.co/Wsowsx4j7q",https://twitter.com/danielfeehan/status/1312804913622200325
Tommy Wakely,"10/12/2020, 21:59:00","Like everyone, my wife &amp; I are suffering from this #ClimateEmergency / emotionally, spiritually, physically &amp; financially thanks to all those fossil fuel candidates like @wendydavis out there. We are surviving by watching old British movies &amp; tv shows &amp; drinking wine #TX21 https://t.co/liht83gkow",https://twitter.com/Wakely2020/status/1315773992578539527
Wendy Davis,"10/12/2020, 23:04:43","“12.7% of children in Texas do not have insurance, compared with 5.7% nationally.”

Meanwhile, Congressman Roy is actively working to take away coverage from more families and children in the middle of a pandemic. #TX21
https://t.co/RKRFwWTQnB",https://twitter.com/wendydavis/status/1315790531872452608
Joe Cunningham,"10/27/2020, 23:27:07","ICYMI: We released our final ad of the election today. And I know I’m a little biased, but it’s my favorite. Check it out👇 https://t.co/69iDdlpf8y",https://twitter.com/JoeCunninghamSC/status/1321231988347576320
Kenneth Tucker,"10/14/2020, 22:06:37","@DanSpehler Any room in studio for the third candidate on the ballot for this race, me? Not sure why I’m still  being ignored by #fox59 @FOX59",https://twitter.com/aguyfromindiana/status/1316500685433843712
Kenneth Tucker,"10/15/2020, 19:34:27",Learning how to campaign in the rain to earn your #vote #IN05 #Elections2020 there’s still time to be the change in our government #GetOutTheVote #EqualityForAll #EducationForAll #EnvironmentalJustice #ALLIN #LegalizeIt #indiana https://t.co/88sr2TkGzS,https://twitter.com/aguyfromindiana/status/1316824777500364801
Tommy Wakely,"10/14/2020, 00:10:31",I agree @leahstokes we don’t need a climate denier on the Supreme Court but we also don’t need any more Democratic fossil fuel candidates like @wendydavis in #TX21 in Congress either. Her former law partner was Energy Secretary Rick Perry’s former chief of staff @JoltAction https://t.co/g2CFE5x3di https://t.co/cVwbbOyODX,https://twitter.com/Wakely2020/status/1316169479966126086
Harry Burger,"11/02/2020, 17:03:02","@LucreDenouncer @ProudSocialist @shift_in2_turbo @dawnsaffron @AmirAminiMD @QkrSocialist @Clarknt67 @DaHomieK @4aPeoplesParty @BernieUpstateNY @RealKaylaJames @HerbTarbous @HowieHawkins Spoiled elections are 100% the fault of the people who control a state's government. NY could have eliminated the possibility of spoilers earlier this year, but chose not to. 
https://t.co/FEIk47f45I",https://twitter.com/HarryRBurger/status/1323309654479437824
John Molnar,"11/02/2020, 16:52:00","@Latinos4Lib Not giving up shit to a party that props up a ""media"" group named after the political wing that gave rise to the genocide of my people and the Armenians 🤷🏽‍♂️",https://twitter.com/Gear6A/status/1323306880127565825
David Foster,"10/08/2020, 17:39:19","WTP Extreme Language, Patriot Warrior tells the Truth from his Heart and Soul... https://t.co/PmNNXMlJ3C  Peace... https://t.co/j6bb6Dseyo",https://twitter.com/RsvpTruth/status/1314259091972395008
Kenneth Tucker,"10/12/2020, 21:08:36",@IBJnews @lerdody @purduefw Impossible you’d have to talk with all the candidates and that hasn’t happened,https://twitter.com/aguyfromindiana/status/1315761308432764929
Harry Burger,"10/23/2020, 02:23:33","So is Joe calling for decriminalizing all drugs? Don has a point that Joe didn't do it when Dems owned the whole Federal Government.
But Don hasn't ended the war on drugs either. @HowieHawkins &amp; the #GreenParty will.",https://twitter.com/HarryRBurger/status/1319464448105598977
Christy Smith,"10/20/2020, 00:13:33",@charmizane @JoeBiden Thank you!,https://twitter.com/ChristySmithCA/status/1318344569306509312
Harry Burger,"11/02/2020, 20:18:37","@karenkho I'm planning to get some of my favorite rainbow cookies tomorrow to celebrate the end of my campaign tomorrow night. Gluten &amp; dairy free bakery so they're not cheap, but that's my go-to for a special treat. But first, door hangers.",https://twitter.com/HarryRBurger/status/1323358875962216453
Harry Burger,"10/08/2020, 01:30:59",@gaijingirl2004 @sandyw_artist @ComradeCalifor1 https://t.co/3uMe1jtFwy,https://twitter.com/HarryRBurger/status/1314015399344832512
Kenneth Tucker,"10/19/2020, 11:37:54","For those in #IN05 who still have yet to #vote you do have a third option. Me. I’ve been the only candidate willing to speak with you, willing to come to you, and not asking for anything from you but time. #honest #Transparent #human running for #Congress refreshing, right? https://t.co/rkVejpRn0W",https://twitter.com/aguyfromindiana/status/1318154404332273664
Harry Burger,"10/10/2020, 20:47:15","Look at my history, I've sacrificed personally to live a life of peace; the last thing I want is a violent revolution. This run for office is yet another cost I bear to give YOU a real, peaceful choice. It's like working a second full time job, one where I lose money instead.",https://twitter.com/HarryRBurger/status/1315031160226025475
Harry Burger,"10/21/2020, 19:04:28",@Milou1504 @kthibs @ClimateHuman What would they use as an argument that protecting the environment is unconstitutional?,https://twitter.com/HarryRBurger/status/1318991561720500227
Scott Taylor,"10/23/2020, 01:42:29",What is Biden going on about now.,https://twitter.com/Scotttaylorva/status/1319454112317059077
Harry Burger,"10/03/2020, 21:17:23","@kreativekonnect @WalkerBragman @NYGovCuomo Our care is so expensive because executives &amp; shareholders are allowed to extract billions from the system every year to line their pockets. They need to all be destroyed, replaced by a nonprofit system controlled by the People.",https://twitter.com/HarryRBurger/status/1312502029797842944
Christy Smith,"10/03/2020, 01:58:16",@sleepsonthe405 Thank you!!💙,https://twitter.com/ChristySmithCA/status/1312210328726323200
"Joseph LeBlanc, Jr.","10/27/2020, 23:53:26",Yep I voted for this guy and @Jorgensen4POTUS  and I have no ragrets https://t.co/yN6ZuxloCp,https://twitter.com/PieRatKing/status/1321238611006754818
Harry Burger,"10/23/2020, 01:48:43","NK won't unilaterally give up nukes, basically ever, definitely not before walking in the door to negotiate, that's his biggest trump card, that's insurance against us nuking him if he decides to attack Seoul. He's also crazy, not stupid.",https://twitter.com/HarryRBurger/status/1319455681771077632
Kenneth Tucker,"10/13/2020, 14:29:43","Put me in #IN05 I'm ready to be our voice. 

https://t.co/5pWZsxURr3",https://twitter.com/aguyfromindiana/status/1316023313311821824
Rae Hart Anderson,"10/19/2020, 14:34:28","God is our refuge and strength, a very present help in trouble--though the mountains be thrown into the sea--we trust in God!",https://twitter.com/GodisHere2day4U/status/1318198836737626112
Harry Burger,"10/31/2020, 21:22:48","All set for #TealPumpkin #Halloween, engineer style! Glow bracelets for a not-food treat, I took a strip of #DuctTape folded back on itself so no glue is showing, ran a hole puncher down the middle so you can take one without reaching into a bucket 50 other kids touched. https://t.co/QHhOcSQU2M",https://twitter.com/HarryRBurger/status/1322650253192028171
"Joseph LeBlanc, Jr.","10/08/2020, 22:15:22","@Goosehonkings @justinamash @JeffBezos You caught us, we are going to hold a dun to your head and scream ""NO YOU WONT GIVE THE GOVT PART OF YOUR PAYCHECK!"" or ""NO YOU WONT GO TO JAIL FOR SMOKING MARIJUANA."" or my personal favorite ""NO YOU WONT GO TO THE OTHERSIDE OF THE WORLD TO KILL PEOPLE TO MAKE US RICH!""",https://twitter.com/PieRatKing/status/1314328561130577921
Harry Burger,"10/16/2020, 15:24:21","@Amanst3r Is both Big 2 candidates not denying that's exactly what they do when another candidate explicitly says that's why the public shouldn't trust them in a public debate opening statement not enough?
Because that's exactly what happened last night in my race.",https://twitter.com/HarryRBurger/status/1317124228077047810
Harry Burger,"10/29/2020, 16:16:03","Who is left for the people to trust when the media actively hides the truth? If you didn't pay attention to the last 5 seconds of the show, you'd think there were only 2 choices. With their names on multiple lines, if you're not looking for a different name it's easy to miss.",https://twitter.com/HarryRBurger/status/1321848281060749314
Tommy Wakely,"10/20/2020, 23:36:28",Seems @JoeBiden &amp; @wendydavis only listen to scientists when it suits their political interests to do so #TX21. Nearly every climate scientist in the country is saying “ban fracking” to fight this #ClimateEmergency but neither candidate wants to do so. @ClimateHuman @ClimateSATX https://t.co/vnS8iUtfoj https://t.co/owmrAv0hZk,https://twitter.com/Wakely2020/status/1318697624262873090
Harry Burger,"10/31/2020, 01:55:53","We need something like a real life Shitt's Creek to send rich people to for a decade or so of community service after taking all their wealth when they do something like this that shows they can't be trusted with so much power.
https://t.co/qnCeDCjaBT",https://twitter.com/HarryRBurger/status/1322356589899251714
Scott Taylor,"10/26/2020, 11:50:33",💪 Good for them. https://t.co/oQwa99xUcN,https://twitter.com/Scotttaylorva/status/1320694300183846918
Kenneth Tucker,"10/29/2020, 16:07:27",92.3 @wttsfm has the most soul of any station in #indianapolis #indiana thanks for the variety it is the thread that holds us all together #vote,https://twitter.com/aguyfromindiana/status/1321846115025629184
Harry Burger,"10/24/2020, 22:52:24",I'm voting for the #GreenParty in NY. And you? https://t.co/7PIoSLGiFp,https://twitter.com/HarryRBurger/status/1320136084769153025
David Young,"10/06/2020, 01:20:08","Studies show the Public Option (ie government-run health care) threatens to close up to 52 rural hospitals, reduces access to health care for seniors, and drives up taxes to pay for it. #IA03Debate #IA03 https://t.co/2bEk9EhdKh",https://twitter.com/YoungForIowa/status/1313287896330375171
Harry Burger,"10/31/2020, 03:43:19","China has 1.1 BILLION more people than we do, &amp; they were the first ones to get hit with it, when we had the least knowledge. And they're more densely populated. We have only 0.3 B people.
#WearAMask https://t.co/KNxA0i73fT",https://twitter.com/HarryRBurger/status/1322383625086750720
Harry Burger,"10/14/2020, 13:30:46","@carolinecstark Du Hast - Lots of people who should know better, research before assuming there are only the Big 2 candidates in my race have been trying to erase me.",https://twitter.com/HarryRBurger/status/1316370868617056256
Rae Hart Anderson,"11/01/2020, 16:13:16","Cry babies. . .   notice 'harass' is set off , therefore for us to question their ""misinformation"".  

Real 'lies...'

No surprise...share the road, children.",https://twitter.com/GodisHere2day4U/status/1322934745622216707
Harry Burger,"10/13/2020, 04:20:25","@Vector563 @wchanley @socialiststeve6 @ProudSocialist @4aPeoplesParty @neveradime I don't go as far as the NRA often does, like Red Flag laws are a good idea, as long as there's a hard time limit for taking the guns before we need at least a grand jury indictment. Protect lives first, also respect due process rights.",https://twitter.com/HarryRBurger/status/1315869981205299200
Harry Burger,"10/07/2020, 17:54:49","@PepperOceanna I'm under 2k, running #GreenParty for Congress on Long Island.",https://twitter.com/HarryRBurger/status/1313900603140079618
David Young,"10/09/2020, 20:46:05",Who is our Representative again? Is it Cindy Axne or Maryland's Jamie Raskin? Hard to tell when Cindy Axne lets Raskin cast votes on our behalf! #FireCindy #SendCindyHome #IA03 https://t.co/SgA5q2ikdz,https://twitter.com/YoungForIowa/status/1314668480508186627
Mark Bauer,"10/19/2020, 13:18:39","@BuffandAbroad @JeffShahidullah Not money, but perhaps other friendly wagers.",https://twitter.com/MarkBauer/status/1318179755875815425
Scott Taylor,"10/25/2020, 23:15:52","There will be a strong, highly credentialed, and brilliant woman as our next Supreme Court Justice. 
#FillTheSeat https://t.co/heZcIB8XQz",https://twitter.com/Scotttaylorva/status/1320504379804450837
Harry Burger,"10/08/2020, 21:57:11",@gaijingirl2004 @sandyw_artist @ComradeCalifor1 Where does this free public housing magically appear from? I have much more important work to do than continue this farce.,https://twitter.com/HarryRBurger/status/1314323983572119555
"Joseph LeBlanc, Jr.","10/30/2020, 16:46:57","@EricDJuly I am aware of my flaws and my past mistakes you don't have to keep reminding me my ex-wife does that enough already.

(For legal reasons this is a joke)",https://twitter.com/PieRatKing/status/1322218443731513344
Harry Burger,"10/03/2020, 21:25:16","@kreativekonnect @WalkerBragman @NYGovCuomo There are over 50 the UN calls ""Highly Developed Nations."" So no, try again. And cite sources or you got nothing.",https://twitter.com/HarryRBurger/status/1312504013225484288
Scott Taylor,"10/22/2020, 20:40:17",@va_maga_ @jfradioshow https://t.co/y9Fu7pkvkY,https://twitter.com/Scotttaylorva/status/1319378061897465859
Scott Taylor,"10/21/2020, 23:47:55",We need a Cyber Monroe doctrine. https://t.co/i5IKg6HFeG,https://twitter.com/Scotttaylorva/status/1319062892755505158
